"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Andre Robertson","Yankees","254","778","5","80","54","4","3.3%","15.4%",".076",".293",".251",".279",".327",".273","69","-2.4","-30.9","13.4","0.7","1011021"
"Paul Meloan","- - -","130","487","3","53","38","11","6.6%","",".097","",".253",".316",".350",".324","99","-1.0","-1.8","-6.9","0.7","1008751"
"Lloyd McClendon","- - -","570","1375","35","150","154","15","10.4%","12.0%",".137",".254",".244",".325",".381",".318","97","-2.1","-9.1","-30.2","0.7","1008394"
"Ken Sears","- - -","67","219","2","23","23","1","6.4%","8.2%",".064",".302",".282",".338",".347",".331","100","-1.0","-1.0","0.7","0.7","1011705"
"Clint Conatser","Braves","143","426","6","40","39","0","10.8%","10.8%",".104",".296",".271",".352",".375",".345","103","-0.2","1.3","-7.8","0.7","1002493"
"Charlie Pabor","- - -","170","723","0","101","81","3","1.1%","1.1%",".050",".289",".285",".293",".336",".289","101","1.4","3.2","-19.9","0.7","1009931"
"Walter French","Athletics","397","1071","2","142","109","13","4.1%","5.8%",".076",".322",".303",".336",".379",".333","82","-0.6","-25.5","-5.5","0.7","1004341"
"Ryan Vogelsong","- - -","288","374","1","24","12","0","4.3%","35.6%",".039",".236",".138",".192",".177",".173","3","-0.2","-42.8","38.5","0.7","1011"
"Dick Gray","- - -","124","347","12","43","41","4","9.5%","15.0%",".180",".252",".239",".321",".420",".330","93","0.6","-2.6","-1.8","0.7","1004967"
"Chicken Hawks","- - -","146","445","7","68","60","3","8.3%","10.1%",".137",".343",".316",".377",".453",".381","104","-1.4","0.8","-8.4","0.7","1005516"
"Hal Luby","- - -","120","425","2","33","38","4","12.2%","5.2%",".058",".258",".247",".349",".305",".321","88","0.5","-7.0","0.2","0.7","1007801"
"Orval Overall","- - -","221","594","2","39","46","4","4.9%","11.3%",".072",".196",".179",".227",".251",".237","48","-1.7","-35.7","22.8","0.7","1009910"
"Dutch Dotterer","- - -","107","340","5","27","33","0","10.3%","12.9%",".100",".273",".247",".323",".348",".305","81","-0.3","-8.3","4.1","0.7","1003425"
"Tony Longmire","Phillies","139","283","3","32","37","3","7.4%","16.6%",".105",".335",".285",".340",".391",".324","92","-0.3","-3.2","1.0","0.7","1007737"
"Tim Manning","- - -","200","796","2","99","24","","7.0%","20.5%",".063",".115",".189",".256",".252",".243","78","0.0","-25.7","5.0","0.7","1008070"
"Sibby Sisti","Bees","1015","3368","27","401","260","30","8.4%","13.1%",".080",".278",".244",".313",".324",".303","80","3.4","-78.0","-20.9","0.7","1012022"
"Daniel Palka","White Sox","124","449","27","56","67","2","6.7%","34.1%",".245",".308",".240",".294",".484",".329","110","-0.8","4.3","-12.1","0.7","14897"
"Kevin Brown","- - -","85","215","7","30","31","0","6.5%","27.4%",".196",".320",".254",".311",".450",".327","92","0.0","-2.4","2.5","0.7","178"
"Erskine Mayer","- - -","245","502","2","39","28","0","5.6%","21.7%",".066",".240",".185",".234",".252",".239","43","-1.3","-32.1","23.1","0.7","1008297"
"Harl Maggert","- - -","77","292","1","40","13","11","13.0%","",".093","",".250",".354",".343",".343","106","-0.1","2.2","-4.7","0.7","1007966"
"Tyler Saladino","- - -","298","993","17","102","84","26","5.7%","22.3%",".105",".288",".233",".284",".338",".273","69","1.3","-36.2","9.6","0.7","10807"
"Jason Ellison","- - -","344","609","8","89","35","22","5.9%","14.4%",".097",".285",".251",".302",".348",".288","70","-1.4","-24.9","12.2","0.7","1704"
"Bob Molinaro","- - -","401","893","14","106","90","46","7.3%","6.4%",".111",".267",".264",".324",".375",".313","92","3.3","-4.6","-17.8","0.7","1009039"
"Fraley Rogers","Red Stockings","46","211","1","40","30","2","0.5%","2.4%",".062",".279",".276",".280",".338",".283","90","0.9","-3.5","1.6","0.7","1011131"
"Harry Brecheen","- - -","318","746","2","48","44","0","6.0%","16.2%",".043",".231",".192",".247",".235",".233","28","-0.1","-64.0","48.0","0.7","1001375"
"Ed Somerville","- - -","111","452","0","49","27","2","0.7%","2.7%",".033",".206",".200",".206",".234",".203","61","-0.4","-27.0","16.1","0.7","1012271"
"Johnny Podres","- - -","461","852","2","61","50","1","3.8%","12.7%",".035",".216",".190",".224",".226",".207","20","-0.3","-82.6","62.8","0.7","1010406"
"Ed Herr","- - -","66","285","3","32","50","13","7.7%","",".093","",".261",".333",".354",".331","105","-1.5","0.3","-3.5","0.7","1005720"
"Greg Swindell","- - -","289","286","0","10","13","0","1.4%","19.9%",".041",".243",".188",".200",".229",".193","12","0.0","-30.1","28.2","0.7","76"
"Bunny Brief","- - -","184","669","5","61","59","17","8.7%","15.4%",".102",".255",".223",".306",".325",".310","90","-1.7","-9.3","-5.3","0.7","1001423"
"Alex Presley","- - -","450","1503","29","157","111","30","5.4%","18.8%",".125",".311",".263",".306",".388",".303","90","1.5","-15.6","-24.8","0.7","5305"
"Pat Bourque","- - -","201","471","12","36","61","1","12.3%","15.5%",".141",".231",".215",".313",".356",".307","89","-0.8","-6.7","-0.8","0.7","1001240"
"Vance Dinges","Phillies","159","553","2","53","46","7","8.0%","5.2%",".072",".306",".291",".350",".363",".342","101","1.1","1.2","-12.2","0.7","1003316"
"Bobby Rhawn","- - -","90","237","2","38","18","4","14.8%","7.2%",".096",".251",".237",".352",".333",".332","87","0.3","-3.6","2.7","0.7","1010876"
"Dennis Bennett","- - -","182","310","4","18","22","0","5.5%","40.3%",".054",".282",".166",".219",".220",".205","24","-0.3","-26.9","23.7","0.7","1000838"
"Jeff Kunkel","- - -","357","935","18","88","73","9","4.0%","25.0%",".134",".282",".221",".259",".355",".276","69","-1.6","-35.5","12.1","0.7","1007211"
"Elmer Riddle","- - -","190","382","1","30","28","1","5.0%","18.1%",".038",".253",".204",".246",".242",".236","36","0.1","-28.6","23.8","0.7","1010946"
"George Cunningham","Tigers","161","253","1","27","13","2","14.2%","26.5%",".071",".324",".224",".337",".295",".319","93","-0.9","-2.8","0.4","0.7","1002880"
"Mike O'Berry","- - -","197","433","3","38","27","1","9.9%","17.8%",".056",".231",".191",".274",".247",".248","48","0.2","-25.7","19.0","0.7","1009680"
"Wally Roettger","- - -","599","2106","19","192","245","4","4.7%","6.8%",".102",".301",".285",".324",".387",".326","85","0.3","-45.3","-18.1","0.7","1011125"
"Rick Renick","Twins","276","626","20","71","71","0","10.1%","22.7%",".152",".258",".221",".302",".373",".308","91","-1.4","-7.7","-4.5","0.7","1010832"
"The Only Nolan","- - -","102","417","0","33","35","","2.9%","8.7%",".052",".254",".240",".261",".291",".257","88","0.0","-7.2","-1.0","0.7","1009618"
"Jud Birchall","Athletics","225","1044","1","196","51","","3.1%","",".035","",".252",".279",".287",".262","86","0.0","-20.9","-12.6","0.7","1000975"
"Darryl Motley","- - -","413","1420","44","156","159","19","4.7%","13.1%",".159",".251",".243",".280",".402",".301","84","-5.0","-31.9","-6.3","0.7","1009260"
"Alex Dickerson","Padres","95","293","10","39","37","5","8.9%","16.0%",".192",".277",".257",".331",".448",".333","109","-0.1","3.1","-5.3","0.7","12649"
"Tom O'Brien","- - -","270","1165","4","158","61","16","4.5%","11.1%",".092",".228",".231",".267",".323",".274","88","-0.9","-23.5","-18.2","0.7","1009703"
"Bob Perry","Angels","131","418","6","35","30","2","5.5%","19.9%",".096",".322",".266",".310",".362",".300","92","-0.2","-4.2","-0.4","0.7","1010208"
"Willis Hudlin","- - -","491","1002","5","76","69","2","5.2%","22.8%",".067",".265",".201",".252",".268",".246","32","-0.3","-95.2","65.7","0.7","1006132"
"Jim Thorpe","- - -","289","749","7","91","82","29","3.6%","16.3%",".110",".297",".252",".286",".362",".311","97","2.0","-0.8","-16.7","0.7","1013044"
"Hector Ortiz","- - -","93","284","1","29","18","1","6.3%","11.6%",".069",".327",".288",".339",".358",".312","78","-1.3","-9.1","6.7","0.7","1264"
"Jim Bibby","- - -","158","250","5","15","17","0","5.2%","35.2%",".100",".222",".148",".208",".249",".213","24","0.0","-21.6","20.1","0.7","1000945"
"Ed Heusser","- - -","265","363","3","32","24","0","4.1%","25.1%",".069",".274",".206",".240",".275",".243","40","-0.1","-26.3","21.7","0.7","1005756"
"Donovan Osborne","- - -","166","300","1","18","19","1","4.0%","29.0%",".058",".240",".162",".202",".220",".194","11","-0.3","-32.8","30.5","0.7","299"
"Juan Perez","Giants","117","246","2","26","13","3","4.9%","21.1%",".092",".280",".224",".267",".316",".260","67","-1.0","-10.2","9.3","0.7","5371"
"Mike Kinkade","- - -","222","491","13","56","48","5","6.9%","18.1%",".142",".297",".256",".350",".399",".334","105","-1.0","1.7","-11.2","0.7","660"
"Fritz Peterson","Yankees","254","603","2","31","31","0","4.0%","23.9%",".045",".215",".159",".199",".204",".187","18","0.1","-53.3","43.2","0.7","1010227"
"Kurt Abbott","- - -","702","2227","62","273","242","22","6.0%","25.6%",".167",".324",".256",".305",".423",".316","84","-0.6","-48.1","-17.3","0.7","1000013"
"Ernie Padgett","- - -","271","912","1","84","81","8","6.7%","8.2%",".085",".291",".266",".318",".351",".314","79","-2.7","-26.8","3.3","0.7","1009946"
"Garland Buckeye","- - -","107","220","5","19","23","0","4.1%","16.4%",".137",".258",".230",".263",".368",".288","55","-0.8","-14.2","13.4","0.7","1001618"
"Mark Smith","- - -","414","1081","32","125","130","15","9.0%","19.5%",".160",".276",".243",".316",".403",".315","84","-1.1","-23.8","-5.4","0.7","540"
"Hal Brown","- - -","410","564","2","43","30","0","6.0%","19.1%",".054",".213",".169",".229",".223",".213","26","-0.2","-49.8","39.2","0.7","1001520"
"Jordan Zimmermann","- - -","254","388","1","18","15","0","2.6%","26.3%",".027",".238",".169",".192",".196",".175","1","-0.2","-44.9","39.6","0.7","4505"
"Lloyd Brown","- - -","404","617","4","54","59","1","6.2%","22.7%",".092",".250",".192",".245",".284",".248","35","-0.3","-55.6","40.1","0.7","1001540"
"Jake Goodman","- - -","70","302","1","33","27","","3.0%","12.7%",".065",".280",".256",".278",".321",".278","93","0.0","-3.1","0.0","0.7","1004858"
"Sam Mejias","- - -","334","375","4","51","31","8","4.3%","13.6%",".083",".278",".247",".281",".330",".273","66","0.9","-13.6","9.0","0.7","1008742"
"Tom Seaton","- - -","232","493","4","44","32","8","4.9%","33.1%",".080",".282",".186",".227",".266",".240","41","0.2","-34.4","24.6","0.7","1011706"
"Shawn Estes","- - -","311","596","4","50","28","1","2.5%","27.9%",".062",".227",".159",".187",".221",".183","1","-0.3","-77.0","64.8","0.7","873"
"Bob Speake","- - -","305","853","31","110","104","8","9.4%","18.5%",".183",".241",".223",".301",".406",".314","87","-2.3","-15.8","-2.4","0.7","1012308"
"David Cone","- - -","334","470","0","28","22","0","3.4%","19.4%",".022",".199",".155",".192",".177",".174","4","-0.5","-52.0","43.2","0.7","1680"
"Chris Woodward","- - -","660","1896","33","211","191","9","7.2%","21.1%",".125",".289",".239",".296",".365",".290","70","1.9","-71.9","13.3","0.7","1329"
"Roy Corhan","- - -","135","475","0","44","26","17","7.4%","9.6%",".052",".235",".211",".277",".263",".268","63","1.6","-17.0","7.8","0.7","1002628"
"Junior Thompson","- - -","185","226","0","13","18","0","2.7%","23.0%",".050",".304",".225",".248",".275",".243","42","-0.1","-16.0","15.7","0.7","1013017"
"Henry Boyle","- - -","291","1104","10","120","70","7","4.6%","15.5%",".082",".239",".219",".258",".301",".262","79","-3.7","-38.1","-1.5","0.7","1001288"
"Bruce Berenyi","- - -","142","278","0","14","13","0","0.7%","25.2%",".051",".275",".197",".201",".248",".200","18","0.0","-26.1","23.4","0.7","1000864"
"Eric Milton","- - -","274","238","2","20","16","0","4.2%","37.8%",".063",".296",".176",".216",".239",".205","12","0.0","-27.1","26.1","0.7","743"
"Cliff Lee","- - -","337","321","2","18","19","2","1.6%","34.3%",".052",".272",".175",".189",".227",".184","7","-0.5","-36.1","32.4","0.7","1636"
"Rico Rossy","- - -","147","365","4","43","28","0","9.6%","12.3%",".101",".234",".211",".293",".312",".279","65","-1.2","-16.5","11.3","0.7","1011236"
"Joe Dillon","- - -","137","246","3","35","19","1","8.9%","19.1%",".115",".323",".263",".344",".378",".325","95","0.7","-0.8","-0.3","0.7","2384"
"Tex Carleton","- - -","298","603","6","47","54","1","5.8%","23.4%",".067",".239",".185",".236",".252",".231","29","0.0","-53.0","40.8","0.7","1001953"
"Jake Bauers","Rays","96","388","11","48","48","6","13.9%","26.8%",".183",".252",".201",".316",".384",".308","96","2.0","0.3","-6.7","0.7","15194"
"Jay Hughes","- - -","149","505","3","68","55","2","7.7%","",".097","",".219",".283",".316",".291","73","-2.3","-20.8","9.3","0.7","1006154"
"Fred Carisch","- - -","224","716","1","43","57","16","6.4%","10.2%",".058",".244",".227",".280",".285",".276","66","-1.5","-28.7","11.7","0.7","1001951"
"Ray Bates","- - -","154","561","2","51","70","15","4.3%","8.6%",".085",".254",".233",".277",".318",".289","76","0.5","-13.5","2.1","0.7","1000663"
"Bryan LaHair","- - -","195","599","21","66","56","4","10.2%","30.4%",".170",".353",".260",".334",".430",".333","106","-2.7","1.3","-13.8","0.7","5462"
"Eric Stults","- - -","143","231","1","12","12","0","2.6%","32.9%",".050",".258",".166",".192",".216",".183","9","-0.1","-24.3","23.9","0.7","8011"
"Jim Lyttle","- - -","391","788","9","71","70","4","7.7%","17.6%",".104",".293",".248",".305",".352",".294","82","-4.8","-20.4","4.0","0.7","1007893"
"Otto Miller","- - -","272","907","0","95","91","3","5.4%","5.1%",".061",".290",".274",".315",".335",".302","69","-2.4","-40.7","13.7","0.7","1008919"
"Dick Kryhoski","- - -","569","1946","45","203","231","5","6.1%","8.4%",".138",".270",".265",".314",".403",".328","89","-3.3","-30.0","-26.9","0.7","1007187"
"Denver Grigsby","Cubs","199","711","3","86","73","12","8.0%","9.0%",".073",".318",".289",".355",".361",".341","93","-5.7","-12.9","-4.5","0.7","1005057"
"Dixie Leverett","- - -","122","239","0","20","19","0","5.9%","28.0%",".065",".340",".234",".284",".299",".277","52","0.4","-15.3","14.1","0.7","1007564"
"Jimmy Outlaw","- - -","650","2191","6","257","184","24","8.6%","8.0%",".066",".292",".268",".333",".334",".320","86","-4.5","-40.5","-24.1","0.7","1009909"
"Elmer Dessens","- - -","442","300","0","14","16","0","7.3%","21.7%",".025",".223",".163",".233",".188",".200","10","0.0","-35.3","32.2","0.7","317"
"Ben Cantwell","- - -","340","538","0","46","31","1","2.2%","10.6%",".026",".260",".231",".249",".256",".236","35","0.1","-45.4","34.7","0.7","1001921"
"Mackey Sasser","- - -","534","1267","16","103","156","1","4.3%","8.2%",".110",".277",".267",".296",".377",".293","83","-1.2","-27.2","-9.4","0.7","1011452"
"Jack Sanford","- - -","393","758","3","51","37","0","5.9%","31.7%",".048",".239",".158",".212",".206",".195","18","-0.2","-74.8","56.6","0.7","1011432"
"Elio Chacon","- - -","228","742","4","89","39","20","15.0%","14.7%",".060",".275",".232",".351",".292",".304","79","-0.7","-19.3","0.9","0.7","1002109"
"Elmer Myers","- - -","194","436","0","37","37","4","3.0%","14.9%",".049",".268",".226",".249",".274",".251","46","-0.2","-27.5","19.3","0.7","1009419"
"Roger Clemens","- - -","360","213","0","5","12","0","6.1%","28.6%",".034",".261",".173",".236",".207",".207","15","0.0","-23.8","23.2","0.7","815"
"Bubba Church","- - -","162","252","3","21","13","0","1.6%","16.7%",".077",".263",".226",".242",".302",".250","41","0.1","-18.9","17.0","0.7","1002225"
"Charlie Barber","Outlaw Reds","55","215","0","38","","","5.1%","",".044","",".201",".242",".245",".229","71","0.0","-8.9","4.7","0.7","1000526"
"Brandon Drury","- - -","315","1124","32","108","134","2","6.0%","20.6%",".170",".309",".264",".314",".434",".320","92","-5.7","-17.2","-11.9","0.7","11615"
"Denny Doyle","- - -","944","3572","16","357","237","38","5.7%","8.7%",".066",".270",".250",".295",".316",".279","69","-6.7","-134.8","26.7","0.7","1003460"
"Danny Garcia","Mets","77","237","5","28","23","3","10.1%","19.0%",".134",".267",".227",".345",".361",".317","91","1.5","-1.3","0.1","0.7","1819"
"Orlando Arcia","Brewers","327","1130","22","109","100","29","5.8%","20.7%",".113",".304",".252",".296",".365",".284","72","2.2","-37.3","7.9","0.7","13185"
"Brett Pill","Giants","111","259","9","28","32","1","5.0%","17.0%",".171",".249",".233",".279",".404",".296","91","-2.1","-5.0","3.3","0.6","5834"
"Tom Barlow","- - -","126","614","1","120","34","19","1.1%","0.7%",".023",".287",".287",".295",".310",".284","90","-2.2","-14.5","-2.0","0.6","1000554"
"Jason Donald","Indians","170","603","7","70","43","12","5.6%","24.0%",".105",".335",".257",".309",".362",".298","86","5.0","-4.8","-9.8","0.6","9331"
"Adam Piatt","- - -","212","588","16","62","65","3","9.7%","25.3%",".175",".313",".248",".323",".422",".325","95","0.2","-3.0","-10.3","0.6","935"
"Larry Cheney","- - -","316","694","1","46","42","3","5.9%","25.8%",".055",".261",".186",".243",".241",".240","42","-2.7","-45.9","30.6","0.6","1002176"
"Ryan Spilborghs","Rockies","619","1769","42","222","218","31","9.7%","18.5%",".151",".316",".272",".345",".423",".338","94","-5.1","-17.5","-30.2","0.6","4521"
"Fred Heimach","- - -","368","586","3","58","49","2","4.8%","16.7%",".063",".283",".236",".274",".299",".269","47","1.0","-39.8","26.5","0.6","1005591"
"Jose Morales","- - -","733","1428","26","126","207","0","6.2%","12.7%",".121",".314",".287",".332",".408",".327","99","-1.4","-3.4","-37.5","0.6","1009139"
"Johan Santana","- - -","344","279","1","11","9","0","3.2%","28.0%",".069",".231",".161",".191",".230",".188","8","-0.1","-31.5","29.3","0.6","755"
"Carlos Perez","- - -","144","295","4","11","15","0","4.1%","36.3%",".096",".245",".152",".191",".248",".196","9","0.0","-34.9","31.8","0.6","1010179"
"Hillis Layne","Senators","107","310","1","37","28","3","6.5%","7.1%",".070",".284",".264",".321",".335",".315","90","-0.4","-4.1","0.1","0.6","1007417"
"Gene Michael","- - -","973","3095","15","249","226","22","7.6%","13.6%",".055",".263",".229",".288",".284",".265","67","-1.3","-112.8","23.5","0.6","1008837"
"Jose Constanza","Braves","112","240","2","32","17","12","5.8%","17.1%",".050",".328",".273",".316",".323",".284","77","2.7","-3.8","2.7","0.6","6003"
"Dave Sappelt","- - -","95","274","2","28","17","4","6.2%","14.6%",".092",".292",".251",".301",".343",".285","75","0.8","-6.9","4.7","0.6","6898"
